Sr. No.,Content ID,Type,Datetime,Sentiment,Score,Content Type,Category,,Category,Score
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,12-12-2020 12:22,positive,70,GIF,science,,,
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,09-01-2021 16:37,positive,50,GIF,science,,,
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,23-08-2020 04:39,negative,5,GIF,science,,,
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,22-12-2020 04:20,positive,65,GIF,science,,,
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,07-11-2020 08:49,negative,0,GIF,science,,,
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,17-04-2021 22:45,positive,72,GIF,science,,,
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,21-04-2021 00:21,negative,15,GIF,science,,,
243,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,19-07-2020 10:33,positive,45,GIF,science,,,
244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,06-07-2020 02:08,positive,45,GIF,science,,,
245,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,26-03-2021 05:42,positive,65,GIF,science,,,
246,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,13-09-2020 11:24,positive,70,GIF,tennis,,,
247,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,28-01-2021 21:06,negative,12,GIF,tennis,,,
248,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,20-01-2021 01:15,neutral,20,GIF,tennis,,,
249,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,03-09-2020 01:15,positive,75,GIF,tennis,,,
250,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,09-01-2021 10:46,negative,12,GIF,tennis,,,
251,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,19-09-2020 22:29,neutral,20,GIF,tennis,,,
252,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,29-05-2021 07:21,positive,75,GIF,tennis,,,
253,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,15-05-2021 19:04,negative,12,GIF,tennis,,,
254,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,15-08-2020 12:27,positive,45,GIF,tennis,,,
255,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,31-03-2021 15:51,negative,0,GIF,tennis,,,
256,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,15-02-2021 03:32,neutral,35,GIF,tennis,,,
257,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,29-03-2021 19:03,negative,15,GIF,tennis,,,
258,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,29-07-2020 10:40,negative,15,GIF,tennis,,,
259,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,08-05-2021 13:47,negative,5,GIF,tennis,,,
260,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,06-11-2020 02:36,positive,60,GIF,tennis,,,
261,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,25-07-2020 16:31,positive,75,GIF,tennis,,,
262,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,04-12-2020 00:56,negative,12,GIF,tennis,,,
263,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,22-09-2020 02:08,positive,75,GIF,tennis,,,
264,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,05-07-2020 05:50,negative,5,GIF,tennis,,,
265,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,20-10-2020 12:11,positive,70,GIF,tennis,,,
266,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,11-01-2021 06:02,positive,60,GIF,tennis,,,
267,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,28-02-2021 07:51,positive,70,GIF,tennis,,,
268,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,06-12-2020 13:45,positive,45,GIF,tennis,,,
269,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,05-05-2021 09:54,neutral,35,GIF,tennis,,,
270,0be59876-d70c-486c-8e0b-a06bef7a2cd6,interested,27-08-2020 18:36,positive,30,GIF,tennis,,,
271,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,15-10-2020 01:29,positive,60,GIF,tennis,,,
272,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,15-01-2021 11:33,neutral,35,GIF,tennis,,,
273,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,01-03-2021 20:26,positive,45,GIF,tennis,,,
274,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,28-11-2020 02:11,neutral,35,GIF,tennis,,,
275,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,26-06-2020 19:05,positive,60,GIF,tennis,,,
276,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,30-12-2020 13:37,positive,70,GIF,tennis,,,
277,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,14-02-2021 21:15,positive,75,GIF,tennis,,,
278,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,27-03-2021 20:07,positive,70,GIF,tennis,,,
279,0be59876-d70c-486c-8e0b-a06bef7a2cd6,dislike,23-08-2020 07:38,negative,10,GIF,tennis,,,
280,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,09-11-2020 08:23,positive,60,GIF,tennis,,,
281,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,12-05-2021 20:45,negative,5,GIF,tennis,,,
282,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,15-04-2021 13:23,negative,5,GIF,tennis,,,
283,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,16-08-2020 22:58,neutral,35,GIF,tennis,,,
284,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,11-09-2020 16:22,negative,0,GIF,tennis,,,
285,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,13-04-2021 01:43,positive,45,GIF,tennis,,,
286,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,13-12-2020 15:59,positive,70,GIF,tennis,,,
287,0be59876-d70c-486c-8e0b-a06bef7a2cd6,dislike,03-12-2020 08:08,negative,10,GIF,tennis,,,
288,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,13-10-2020 16:31,negative,0,GIF,tennis,,,
289,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,04-12-2020 10:04,positive,70,GIF,tennis,,,
290,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,25-01-2021 11:00,neutral,35,GIF,tennis,,,
291,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,04-05-2021 19:40,negative,5,GIF,tennis,,,
292,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,23-07-2020 19:31,negative,0,GIF,tennis,,,
293,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,06-01-2021 06:08,positive,65,video,food,,,
294,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,21-10-2020 03:48,negative,12,video,food,,,
295,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,23-02-2021 22:36,negative,12,video,food,,,
296,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,26-01-2021 01:00,positive,75,video,food,,,
297,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,18-12-2020 14:07,neutral,35,video,food,,,
298,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,23-05-2021 23:27,neutral,20,video,food,,,
299,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,31-10-2020 03:17,negative,12,video,food,,,
300,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,20-02-2021 20:02,neutral,20,video,food,,,
301,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,28-10-2020 13:14,positive,75,video,food,,,
302,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,30-08-2020 00:08,neutral,35,video,food,,,
303,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,08-12-2020 13:12,negative,0,video,food,,,
304,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,04-11-2020 21:06,negative,15,video,food,,,
305,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,24-08-2020 13:48,negative,15,video,food,,,
306,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,05-01-2021 13:15,negative,0,video,food,,,
307,81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore,28-02-2021 09:21,positive,72,video,food,,,
308,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,22-09-2020 04:09,negative,10,video,food,,,
309,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,08-11-2020 02:43,negative,0,video,food,,,
310,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,26-10-2020 11:48,positive,65,video,food,,,
311,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,04-11-2020 14:58,positive,60,video,food,,,
312,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,31-05-2021 01:24,positive,65,video,food,,,
313,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,07-03-2021 06:31,neutral,35,video,food,,,
314,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,17-06-2021 23:27,positive,45,video,food,,,
315,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,27-07-2020 23:54,positive,45,video,food,,,
316,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,19-04-2021 01:45,negative,0,video,food,,,
317,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,05-10-2020 13:55,positive,50,video,food,,,
318,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,28-09-2020 08:49,positive,75,video,food,,,
319,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,25-02-2021 04:02,negative,10,video,food,,,
320,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,24-12-2020 22:31,positive,60,video,food,,,
321,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,15-06-2021 12:15,positive,60,video,food,,,
322,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,03-05-2021 23:10,negative,10,video,food,,,
323,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,12-02-2021 04:23,positive,45,video,food,,,
324,81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore,31-08-2020 00:39,positive,72,video,food,,,
325,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,11-01-2021 08:47,neutral,20,video,food,,,
326,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,02-08-2020 20:28,positive,75,video,food,,,
327,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,18-10-2020 12:49,negative,0,video,food,,,
328,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,28-03-2021 08:08,neutral,35,video,food,,,
329,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,11-02-2021 04:02,positive,75,video,food,,,
330,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,12-08-2020 23:43,positive,60,video,food,,,
331,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,07-01-2021 02:48,negative,15,video,food,,,
332,81abd65a-3b76-4574-a0a7-db6bf7184ae2,interested,27-10-2020 03:58,positive,30,video,food,,,
333,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,19-02-2021 00:55,negative,15,video,food,,,
334,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,08-06-2021 10:45,positive,75,video,food,,,
335,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,18-10-2020 04:17,positive,50,video,food,,,
336,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,05-11-2020 13:54,positive,75,video,food,,,
337,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,16-08-2020 12:12,positive,45,video,food,,,
338,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,14-10-2020 14:55,negative,15,video,food,,,
339,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,01-04-2021 12:04,neutral,35,video,food,,,
340,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,25-09-2020 06:17,positive,50,video,food,,,
341,e6ee2244-9382-49a9-8cbf-fa54aaaa2392,intrigued,03-03-2021 18:40,positive,45,audio,travel,,,
342,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,interested,30-10-2020 03:52,positive,30,GIF,fitness,,,
343,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,like,12-02-2021 05:48,positive,50,GIF,fitness,,,
344,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,disgust,08-02-2021 03:28,negative,0,GIF,fitness,,,
345,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,interested,02-04-2021 07:49,positive,30,GIF,fitness,,,
346,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,worried,30-06-2020 05:53,negative,12,GIF,fitness,,,
347,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,worried,22-10-2020 23:10,negative,12,GIF,fitness,,,
348,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,indifferent,16-06-2021 13:46,neutral,20,GIF,fitness,,,
349,7ffd0a82-4a0a-4527-a4d6-e251b756bac7,cherish,10-08-2020 13:42,positive,70,GIF,fitness,,,
350,f332d362-dc48-46c2-a64b-641157c0987e,adore,26-07-2020 19:34,positive,72,GIF,soccer,,,
351,f332d362-dc48-46c2-a64b-641157c0987e,interested,12-12-2020 15:31,positive,30,GIF,soccer,,,
352,f332d362-dc48-46c2-a64b-641157c0987e,want,21-08-2020 15:22,positive,70,GIF,soccer,,,
353,f332d362-dc48-46c2-a64b-641157c0987e,indifferent,31-05-2021 20:37,neutral,20,GIF,soccer,,,
354,f332d362-dc48-46c2-a64b-641157c0987e,indifferent,14-02-2021 06:00,neutral,20,GIF,soccer,,,
355,f332d362-dc48-46c2-a64b-641157c0987e,disgust,15-02-2021 20:35,negative,0,GIF,soccer,,,
356,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,08-09-2020 14:01,negative,5,video,public speaking,,,
357,a2e93b29-9259-4092-a4d7-62d5e823bb74,worried,28-10-2020 07:37,negative,12,video,public speaking,,,
358,a2e93b29-9259-4092-a4d7-62d5e823bb74,interested,21-11-2020 19:53,positive,30,video,public speaking,,,
359,a2e93b29-9259-4092-a4d7-62d5e823bb74,scared,16-10-2020 22:41,negative,15,video,public speaking,,,
360,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,08-01-2021 12:46,negative,5,video,public speaking,,,
361,a2e93b29-9259-4092-a4d7-62d5e823bb74,want,07-09-2020 06:55,positive,70,video,public speaking,,,
362,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,26-01-2021 16:14,negative,5,video,public speaking,,,
363,a2e93b29-9259-4092-a4d7-62d5e823bb74,worried,15-09-2020 22:47,negative,12,video,public speaking,,,
364,a2e93b29-9259-4092-a4d7-62d5e823bb74,love,09-11-2020 00:34,positive,65,video,public speaking,,,
365,a2e93b29-9259-4092-a4d7-62d5e823bb74,like,03-09-2020 13:36,positive,50,video,public speaking,,,
366,a2e93b29-9259-4092-a4d7-62d5e823bb74,indifferent,01-02-2021 04:49,neutral,20,video,public speaking,,,
367,a2e93b29-9259-4092-a4d7-62d5e823bb74,want,14-04-2021 18:36,positive,70,video,public speaking,,,
368,a2e93b29-9259-4092-a4d7-62d5e823bb74,love,12-01-2021 11:57,positive,65,video,public speaking,,,
369,a2e93b29-9259-4092-a4d7-62d5e823bb74,dislike,02-11-2020 22:53,negative,10,video,public speaking,,,
370,a2e93b29-9259-4092-a4d7-62d5e823bb74,heart,08-03-2021 00:05,positive,60,video,public speaking,,,
371,a2e93b29-9259-4092-a4d7-62d5e823bb74,want,14-09-2020 05:11,positive,70,video,public speaking,,,
372,a2e93b29-9259-4092-a4d7-62d5e823bb74,dislike,28-07-2020 09:50,negative,10,video,public speaking,,,
373,a2e93b29-9259-4092-a4d7-62d5e823bb74,want,30-06-2020 01:25,positive,70,video,public speaking,,,
374,a2e93b29-9259-4092-a4d7-62d5e823bb74,adore,26-01-2021 19:53,positive,72,video,public speaking,,,
375,a2e93b29-9259-4092-a4d7-62d5e823bb74,cherish,30-06-2020 07:10,positive,70,video,public speaking,,,
376,a2e93b29-9259-4092-a4d7-62d5e823bb74,adore,19-05-2021 16:20,positive,72,video,public speaking,,,
377,a2e93b29-9259-4092-a4d7-62d5e823bb74,want,11-03-2021 23:55,positive,70,video,public speaking,,,
378,a2e93b29-9259-4092-a4d7-62d5e823bb74,want,17-10-2020 22:39,positive,70,video,public speaking,,,
379,a2e93b29-9259-4092-a4d7-62d5e823bb74,adore,12-04-2021 17:12,positive,72,video,public speaking,,,
380,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,25-11-2020 01:57,negative,5,video,public speaking,,,
381,a2e93b29-9259-4092-a4d7-62d5e823bb74,disgust,09-06-2021 09:41,negative,0,video,public speaking,,,
382,a2e93b29-9259-4092-a4d7-62d5e823bb74,peeking,20-05-2021 17:51,neutral,35,video,public speaking,,,
383,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,30-09-2020 18:09,negative,5,video,public speaking,,,
384,a2e93b29-9259-4092-a4d7-62d5e823bb74,super love,07-10-2020 16:03,positive,75,video,public speaking,,,
385,a2e93b29-9259-4092-a4d7-62d5e823bb74,scared,07-10-2020 01:24,negative,15,video,public speaking,,,
386,a2e93b29-9259-4092-a4d7-62d5e823bb74,scared,11-01-2021 16:13,negative,15,video,public speaking,,,
387,a2e93b29-9259-4092-a4d7-62d5e823bb74,disgust,26-12-2020 06:13,negative,0,video,public speaking,,,
388,a2e93b29-9259-4092-a4d7-62d5e823bb74,disgust,15-06-2021 17:31,negative,0,video,public speaking,,,
389,a2e93b29-9259-4092-a4d7-62d5e823bb74,scared,21-05-2021 09:25,negative,15,video,public speaking,,,
390,a2e93b29-9259-4092-a4d7-62d5e823bb74,intrigued,14-11-2020 15:11,positive,45,video,public speaking,,,
391,a2e93b29-9259-4092-a4d7-62d5e823bb74,super love,05-05-2021 15:38,positive,75,video,public speaking,,,
392,a2e93b29-9259-4092-a4d7-62d5e823bb74,interested,17-08-2020 10:08,positive,30,video,public speaking,,,
393,a2e93b29-9259-4092-a4d7-62d5e823bb74,intrigued,31-12-2020 05:53,positive,45,video,public speaking,,,
394,9b3a6d30-48e8-476c-82be-9031524bd04d,disgust,21-11-2020 03:14,negative,0,video,food,,,
395,9b3a6d30-48e8-476c-82be-9031524bd04d,hate,05-10-2020 18:00,negative,5,video,food,,,
396,9b3a6d30-48e8-476c-82be-9031524bd04d,cherish,28-05-2021 15:20,positive,70,video,food,,,
397,9b3a6d30-48e8-476c-82be-9031524bd04d,hate,12-01-2021 12:14,negative,5,video,food,,,
398,9b3a6d30-48e8-476c-82be-9031524bd04d,scared,20-02-2021 00:07,negative,15,video,food,,,
399,9b3a6d30-48e8-476c-82be-9031524bd04d,intrigued,14-07-2020 21:01,positive,45,video,food,,,
400,9b3a6d30-48e8-476c-82be-9031524bd04d,worried,05-06-2021 10:04,negative,12,video,food,,,
401,9b3a6d30-48e8-476c-82be-9031524bd04d,want,23-03-2021 01:55,positive,70,video,food,,,
402,9b3a6d30-48e8-476c-82be-9031524bd04d,cherish,18-05-2021 09:52,positive,70,video,food,,,
403,9b3a6d30-48e8-476c-82be-9031524bd04d,scared,31-08-2020 05:22,negative,15,video,food,,,
404,9b3a6d30-48e8-476c-82be-9031524bd04d,like,04-06-2021 16:57,positive,50,video,food,,,
405,9b3a6d30-48e8-476c-82be-9031524bd04d,disgust,01-01-2021 11:23,negative,0,video,food,,,
406,9b3a6d30-48e8-476c-82be-9031524bd04d,dislike,29-05-2021 04:16,negative,10,video,food,,,
407,9b3a6d30-48e8-476c-82be-9031524bd04d,interested,18-07-2020 10:43,positive,30,video,food,,,
408,9b3a6d30-48e8-476c-82be-9031524bd04d,adore,07-11-2020 01:54,positive,72,video,food,,,
409,9b3a6d30-48e8-476c-82be-9031524bd04d,like,11-08-2020 12:01,positive,50,video,food,,,
410,9b3a6d30-48e8-476c-82be-9031524bd04d,dislike,24-07-2020 18:23,negative,10,video,food,,,
411,9b3a6d30-48e8-476c-82be-9031524bd04d,scared,08-10-2020 08:38,negative,15,video,food,,,
412,9b3a6d30-48e8-476c-82be-9031524bd04d,indifferent,05-02-2021 13:05,neutral,20,video,food,,,
413,9b3a6d30-48e8-476c-82be-9031524bd04d,indifferent,09-11-2020 03:05,neutral,20,video,food,,,
414,9b3a6d30-48e8-476c-82be-9031524bd04d,interested,26-07-2020 10:36,positive,30,video,food,,,
415,9b3a6d30-48e8-476c-82be-9031524bd04d,like,19-05-2021 04:30,positive,50,video,food,,,
416,9b3a6d30-48e8-476c-82be-9031524bd04d,super love,15-11-2020 22:53,positive,75,video,food,,,
417,9b3a6d30-48e8-476c-82be-9031524bd04d,worried,04-02-2021 13:45,negative,12,video,food,,,
418,9b3a6d30-48e8-476c-82be-9031524bd04d,intrigued,01-08-2020 23:38,positive,45,video,food,,,
419,9b3a6d30-48e8-476c-82be-9031524bd04d,super love,22-09-2020 17:07,positive,75,video,food,,,
420,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,adore,21-05-2021 12:47,positive,72,video,tennis,,,
421,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,peeking,25-02-2021 12:05,neutral,35,video,tennis,,,
422,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,disgust,10-04-2021 09:41,negative,0,video,tennis,,,
423,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,worried,06-04-2021 19:56,negative,12,video,tennis,,,
424,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,worried,05-04-2021 16:42,negative,12,video,tennis,,,
425,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,disgust,14-12-2020 12:53,negative,0,video,tennis,,,
426,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,heart,06-03-2021 10:03,positive,60,video,tennis,,,
427,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,12-10-2020 01:42,negative,5,video,tennis,,,
428,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,14-11-2020 10:25,positive,50,video,tennis,,,
429,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,scared,07-06-2021 12:44,negative,15,video,tennis,,,
430,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,13-02-2021 13:45,negative,5,video,tennis,,,
431,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,08-05-2021 11:21,positive,65,video,tennis,,,
432,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,scared,20-11-2020 19:09,negative,15,video,tennis,,,
433,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,18-07-2020 03:52,positive,70,video,tennis,,,
434,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,27-08-2020 15:23,positive,65,video,tennis,,,
435,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,dislike,29-09-2020 02:49,negative,10,video,tennis,,,
436,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,17-08-2020 14:29,positive,50,video,tennis,,,
437,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,16-08-2020 17:45,positive,70,video,tennis,,,
438,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,06-07-2020 00:08,positive,50,video,tennis,,,
439,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,heart,22-07-2020 01:15,positive,60,video,tennis,,,
440,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,scared,16-05-2021 13:24,negative,15,video,tennis,,,
441,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,20-05-2021 22:09,positive,65,video,tennis,,,
442,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,11-02-2021 08:54,negative,5,video,tennis,,,
443,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,03-08-2020 17:58,positive,45,video,tennis,,,
444,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,18-09-2020 16:29,positive,70,video,tennis,,,
445,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,27-03-2021 08:58,negative,5,video,tennis,,,
446,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,dislike,13-07-2020 21:02,negative,10,video,tennis,,,
447,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,super love,19-01-2021 03:07,positive,75,video,tennis,,,
448,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,30-04-2021 06:11,positive,70,video,tennis,,,
449,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,04-04-2021 01:34,positive,50,video,tennis,,,
450,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,indifferent,03-02-2021 18:41,neutral,20,video,tennis,,,
451,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,disgust,06-10-2020 10:20,negative,0,video,tennis,,,
452,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,interested,07-11-2020 17:59,positive,30,video,tennis,,,
453,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,dislike,22-12-2020 01:07,negative,10,video,tennis,,,
454,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,indifferent,20-03-2021 14:45,neutral,20,video,tennis,,,
455,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,14-08-2020 09:02,positive,45,video,tennis,,,
456,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,20-09-2020 19:55,positive,45,video,tennis,,,
457,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,scared,20-12-2020 16:12,negative,15,video,tennis,,,
458,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,adore,08-05-2021 18:54,positive,72,video,tennis,,,
459,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,peeking,23-10-2020 18:02,neutral,35,video,tennis,,,
460,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,disgust,27-08-2020 15:08,negative,0,video,tennis,,,
461,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,cherish,23-05-2021 04:59,positive,70,video,tennis,,,
462,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,27-11-2020 02:50,positive,65,video,tennis,,,
463,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,super love,16-04-2021 11:15,positive,75,video,tennis,,,
464,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,29-05-2021 04:12,negative,5,video,tennis,,,
465,baa2db00-81ba-4c34-b17d-dd950bfa133b,worried,27-10-2020 22:11,negative,12,GIF,soccer,,,
466,baa2db00-81ba-4c34-b17d-dd950bfa133b,intrigued,03-04-2021 05:44,positive,45,GIF,soccer,,,
467,baa2db00-81ba-4c34-b17d-dd950bfa133b,dislike,29-06-2020 07:21,negative,10,GIF,soccer,,,
